ListingID,VehEngine,SellerListSrc,SellerState,VehFuel,VehColorExt,VehColorInt,VehTransmission,VehPriceLabel,VehDriveTrain,Vehicle_Trim,VehMake,VehModel,RatingCategory,SellerCategory,SellerIsPriv,SourceCategory,VehCertified
176807,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),PA,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Low Volume Sellers,False,High-Frequency Sources,False
177279,3.6L V6,HomeNet Automotive,MD,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
177533,3.6L V6 24V MPFI DOHC,Jeep Certified Program,IL,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
178278,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),VA,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
178387,3.6L V6,HomeNet Automotive,WI,Gasoline,White,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
180052,3.6L V6,Inventory Command Center,MA,Gasoline,Blue,other,Automatic,Good Deal,AWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
180507,unknown,Cadillac Certified Program,NJ,Gasoline,Black,unknown,unknown,Good Deal,unknown,unknown,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
183693,3.6L V6,HomeNet Automotive,IN,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Rare Sellers,False,High-Frequency Sources,False
184076,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),DE,Gasoline,Other,black,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
185858,3.6L V6,Inventory Command Center,MI,Gasoline,Black,black,8-Speed Automatic,Good Deal,AWD,Premium Luxury,Cadillac,XT5,Low Rating,Rare Sellers,False,High-Frequency Sources,False
189885,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IL,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
190013,3.6L V6,Inventory Command Center,PA,Gasoline,Gray,black,Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
191533,3.6L V6 24V MPFI DOHC,Jeep Certified Program,IL,Gasoline,White,black,8-Speed Automatic,Fair Price,4WD,Premium Luxury,Jeep,Grand Cherokee,Good Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
191540,3.6L V6,Digital Motorworks (DMi),OH,E85 Flex Fuel,White,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
192320,3.6L V6,HomeNet Automotive,WV,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
193030,unknown,Jeep Certified Program,MI,Gasoline,Black,black,Automatic,Great Deal,unknown,unknown,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
193080,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),OH,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
193101,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IL,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
195623,3.6L V6,Digital Motorworks (DMi),MI,E85 Flex Fuel,Other,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Low Volume Sellers,False,High-Frequency Sources,False
196834,unknown,Jeep Certified Program,MD,Gasoline,Red,unknown,Automatic,Good Deal,unknown,unknown,Jeep,Grand Cherokee,Low Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
197121,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),MI,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
197420,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IL,Gasoline,Other,unknown,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
204842,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),TX,Gasoline,White,other,8-Speed Automatic,Good Deal,FWD,Base,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,True
204983,3.0L V6,HomeNet Automotive,IL,Diesel,Black,black,8-Speed Automatic,Fair Price,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
205206,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),MI,Gasoline,Red,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
205522,3.6L V6 24V MPFI DOHC,Jeep Certified Program,OH,Gasoline,Other,black,8-Speed Automatic,Fair Price,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Rare Sellers,False,Medium-Frequency Sources,True
205863,3.6L V6 24V MPFI DOHC,Jeep Certified Program,NY,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
205906,3.6L V6,Inventory Command Center,MI,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Trailhawk,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
208943,3.6L V6,Inventory Command Center,WI,Gasoline,Silver,black,8-Speed Automatic,Great Deal,AWD,Luxury,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
209115,V6,Inventory Command Center,SC,Gasoline,White,other,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Rare Sellers,False,High-Frequency Sources,False
209395,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),MI,Gasoline,Blue,other,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Low Volume Sellers,False,High-Frequency Sources,False
211196,V6,Inventory Command Center,OH,Gasoline,Gray,unknown,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
211561,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),MI,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
213373,3.6L V6,Digital Motorworks (DMi),IN,E85 Flex Fuel,Red,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Medium Volume Sellers,False,High-Frequency Sources,False
215116,3.6L V6,HomeNet Automotive,NC,Gasoline,Black,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
217470,3.6L V6,Inventory Command Center,PA,Gasoline,Other,black,Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
220041,3.6L V6,HomeNet Automotive,IL,Gasoline,Blue,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Low Rating,Low Volume Sellers,False,High-Frequency Sources,False
220522,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),NY,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Medium Volume Sellers,False,High-Frequency Sources,False
220805,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),MO,Gasoline,Black,unknown,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
221097,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),IL,Gasoline,Silver,unknown,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,True
227330,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),WI,Gasoline,Other,unknown,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
228117,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IL,Gasoline,White,unknown,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
228118,V6,Inventory Command Center,WV,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
228293,unknown,Cadillac Certified Program,NV,Gasoline,White,unknown,unknown,Good Deal,unknown,unknown,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
228841,3.6L V6,HomeNet Automotive,IA,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Low Volume Sellers,False,High-Frequency Sources,False
229987,V6,Inventory Command Center,FL,Gasoline,Silver,black,8-Speed Automatic,Fair Price,AWD,Platinum,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
230502,3.6L V6,Inventory Command Center,PA,Gasoline,White,beige,Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Rare Sellers,False,High-Frequency Sources,False
231074,V6,Inventory Command Center,IL,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
233010,3.6L V6,Jeep Certified Program,MI,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
236835,5.7L V8,Digital Motorworks (DMi),OH,Gasoline,Red,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
238437,3.6L V6,HomeNet Automotive,IL,Gasoline,Red,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
240140,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),MD,Gasoline,Gray,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
240468,3.6L V6,Inventory Command Center,KY,Gasoline,White,black,Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Low Volume Sellers,False,High-Frequency Sources,False
241577,3.6L V6,Digital Motorworks (DMi),MD,E85 Flex Fuel,Silver,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Low Volume Sellers,False,High-Frequency Sources,False
242259,3.6L V6,HomeNet Automotive,FL,Gasoline,Black,other,8-Speed Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,True
242727,3.6L V6,Digital Motorworks (DMi),WI,E85 Flex Fuel,White,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
243454,3.6L V6,Inventory Command Center,IL,Gasoline,Brown,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Medium Volume Sellers,False,High-Frequency Sources,False
244432,3.6L V6,Inventory Command Center,PA,Gasoline,Silver,black,Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Rare Sellers,False,High-Frequency Sources,False
247168,3.6L V6,Digital Motorworks (DMi),NY,E85 Flex Fuel,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
247569,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),MI,Gasoline,Red,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
247693,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IL,Gasoline,Black,tan,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Medium Volume Sellers,False,High-Frequency Sources,False
247968,unknown,Cadillac Certified Program,CA,Gasoline,White,unknown,unknown,Fair Price,unknown,unknown,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
248066,V6,Cadillac Certified Program,TX,Gasoline,Silver,unknown,8-Speed Automatic,Good Deal,AWD,unknown,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
248937,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),TX,Gasoline,White,black,8-Speed Automatic,Great Deal,FWD,Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
249911,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),CA,Gasoline,Silver,black,8-Speed Automatic,Fair Price,AWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,True
251990,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),GA,Gasoline,Black,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Medium Volume Sellers,False,High-Frequency Sources,False
255633,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),NC,Gasoline,Gray,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
257586,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),MN,Gasoline,Black,black,8-Speed Automatic,Fair Price,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
258882,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),CA,Gasoline,Silver,black,8-Speed Automatic,Good Deal,AWD,Premium Luxury,Cadillac,XT5,Average Rating,Rare Sellers,False,High-Frequency Sources,False
258927,V6,Inventory Command Center,MI,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
259407,3.6L V6,Inventory Command Center,WI,Gasoline,Black,black,8-Speed Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
261229,3.6L V6,Jeep Certified Program,IL,E85 Flex Fuel,Silver,black,8-Speed Automatic,Fair Price,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,Medium-Frequency Sources,True
261410,3.6L V6,HomeNet Automotive,PA,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
263363,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),IN,Gasoline,Red,other,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Good Rating,Rare Sellers,False,High-Frequency Sources,False
265029,unknown,Jeep Certified Program,MO,Gasoline,Red,unknown,Automatic,Good Deal,unknown,unknown,Jeep,Grand Cherokee,Average Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
265399,6.2L V8,Digital Motorworks (DMi),IL,Gasoline,Red,black,8-Speed Automatic,Fair Price,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
268257,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),MD,Gasoline,Red,other,8-Speed Automatic,Good Deal,AWD,Luxury,Cadillac,XT5,Low Rating,Low Volume Sellers,False,High-Frequency Sources,False
273621,3.6L V6,Inventory Command Center,MN,Gasoline,Silver,black,Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Average Rating,Medium Volume Sellers,False,High-Frequency Sources,False
274390,3.6L V6,Inventory Command Center,SC,Gasoline,White,unknown,Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Rare Sellers,False,High-Frequency Sources,False
275389,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IL,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
278853,3.6L V6,HomeNet Automotive,MI,Gasoline,White,black,Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
281583,3.6L V6,HomeNet Automotive,IL,Gasoline,White,black,Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,High Volume Sellers,False,High-Frequency Sources,False
282201,5.7L V8,Digital Motorworks (DMi),AL,Gasoline,Red,black,8-Speed Automatic,Good Deal,4WD,Trailhawk,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
282246,unknown,Cadillac Certified Program,CA,Gasoline,Silver,black,unknown,Good Deal,unknown,unknown,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
285724,unknown,Jeep Certified Program,MI,Gasoline,Black,black,Automatic,Great Deal,unknown,unknown,Jeep,Grand Cherokee,Low Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
285918,3.6L V6,HomeNet Automotive,LA,Gasoline,White,beige,8-Speed Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
287172,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),OH,Gasoline,Other,other,8-Speed Automatic,Fair Price,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Rare Sellers,False,High-Frequency Sources,False
287258,3.6L V6,HomeNet Automotive,WI,Gasoline,Blue,beige,8-Speed Automatic,Good Deal,AWD,Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
287750,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),SC,Gasoline,Red,unknown,8-Speed Automatic,Good Deal,FWD,Base,Cadillac,XT5,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
290054,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IN,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
292023,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),NC,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
296130,3.6L V6,HomeNet Automotive,LA,Gasoline,Other,black,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
296596,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),MI,Gasoline,Gray,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
296669,3.6L V6,HomeNet Automotive,NY,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
297753,unknown,Jeep Certified Program,PA,Gasoline,Blue,unknown,Automatic,Great Deal,unknown,unknown,Jeep,Grand Cherokee,Low Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
303594,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),OH,Gasoline,White,black,8-Speed Automatic,Good Deal,AWD,Luxury,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
304303,unknown,Jeep Certified Program,PA,Gasoline,Green,unknown,Automatic,Good Deal,unknown,unknown,Jeep,Grand Cherokee,Low Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
304696,3.6L V6,Inventory Command Center,WI,Gasoline,Black,black,Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Rare Sellers,False,High-Frequency Sources,False
304852,6.2L V8,Digital Motorworks (DMi),MO,Gasoline,Other,black,8-Speed Automatic,Fair Price,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
306566,3.6L V6,Inventory Command Center,TX,Gasoline,Other,beige,8-Speed Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
307468,V6,Inventory Command Center,SC,Gasoline,Silver,other,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
308018,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),MN,Gasoline,Other,black,8-Speed Automatic,Fair Price,AWD,Platinum,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
308825,3.6L V6,Inventory Command Center,IL,Gasoline,Silver,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
